"objid","gefaess_id","bemerkung","gefaesstyp","auspraegung_1","auspraegung_2","auspraegung_3","auspraegung_4","auspraegung_5","dimension","ort","region","saison","gefaesstyp_txt","auspraegung_1_txt","auspraegung_2_txt","auspraegung_3_txt","auspraegung_4_txt","auspraegung_5_txt","region_txt","saison_txt","dimension_txt","geometry"
"3169","3690","","4","17","1","1","1","1","2","PU Wildenweg","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679283 1251394.1)"
"3170","3691","","5","8","12","1","1","1","4","VBZ Segantinistrasse","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2679324 1251314.4)"
"3171","3692","","4","17","8","1","1","1","2","VBZ Segantinistrasse","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679358.2 1251247.8)"
"3172","3464","","4","17","9","1","1","1","2","Grünzug Riedgrabenweg","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2684538.5 1251435.5)"
"3173","3465","","0","3","1","1","1","1","0","Regensbergstrasse 116","0","0","Robidog","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","unbekannt","POINT (2683518 1251300.1)"
"3174","3466","","5","1","1","1","1","1","4","Parkanlage Kreisgebäude 11","0","0","Abfallhai","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683650 1251296.8)"
"3175","3467","","4","17","9","1","1","1","2","Parkanlage Haldenanlage","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2683644.8 1251235)"
"3176","3468","","5","8","9","1","1","1","4","VBZ Dorflinde","0","0","Abfallhai","Ascher","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683805.5 1251340.9)"
"3177","3470","","5","12","1","1","1","1","4","VBZ Dorflinde","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683825.2 1251310.9)"
"3178","3471","","5","12","1","1","1","1","4","VBZ Salersteig","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683760.8 1251211.9)"
"3179","3472","","5","12","1","1","1","1","4","VBZ Salersteig","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683756.2 1251191.9)"
"3180","3473","","4","17","9","1","1","1","2","Dörflistrasse 41","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2683863 1251141)"
"3181","3474","","4","17","9","1","1","1","2","Regensbergstrasse 70","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2683947 1251120)"
"3182","3475","","5","9","12","1","1","1","4","VBZ Friedackerstrasse","0","0","Abfallhai","Dispenser_Dog","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684129.5 1251177.6)"
"3183","3476","","5","12","1","1","1","1","4","VBZ Friedackerstrasse","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684177 1251137)"
"3184","3477","","4","17","9","1","1","1","2","Spielplatz Waldgarten","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2684305 1251004.6)"
"3185","3478","","5","12","1","1","1","1","4","Spielplatz Waldgarten","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684310.8 1250972)"
"3186","3479","","5","12","1","1","1","1","4","VBZ Waldgarten","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684453.2 1251032.1)"
"3187","3480","","4","17","1","1","1","1","2","Schwamendingenstrasse 112","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2684437 1251009.9)"
"3188","3481","","5","12","1","1","1","1","4","VBZ Waldgarten","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684491.5 1251006.1)"
"3189","3482","","4","17","9","1","1","1","2","Schwamendingenstrasse 120","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2684539.5 1250999.4)"
"3190","3483","","5","12","1","1","1","1","4","VBZ Frohburgstrasse","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684818.2 1250991)"
"3191","3484","","5","12","1","1","1","1","4","Oscar-Bonomo-Weg","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684067.5 1251878.1)"
"3192","3485","","5","12","1","1","1","1","4","Oscar-Bonomo-Weg","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684066 1251906.2)"
"3193","3486","","5","12","1","1","1","1","4","Oscar-Bonomo-Weg","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684068 1251946)"
"3194","3487","","5","12","1","1","1","1","4","Andreasstrasse 15","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683731.5 1251937.4)"
"3195","3488","","5","12","1","1","1","1","4","Andreasstrasse 17","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683866.8 1251951.9)"
"3196","3489","","5","12","1","1","1","1","4","Andreasstrasse 17","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683942 1251947)"
"3197","3490","","5","9","12","1","1","1","4","Andreasstrasse 22","0","0","Abfallhai","Dispenser_Dog","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684105.5 1251952.8)"
"3198","3491","","5","8","12","1","1","1","4","Andreasstrasse 65","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684131.8 1251953.4)"
"3199","3492","","5","8","12","1","1","1","4","Andreasstrasse 65","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684162.5 1251959)"
"3200","3493","","5","12","1","1","1","1","4","Andreasstrasse 65","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684210.8 1251960.5)"
"3201","3494","","5","9","12","1","1","1","4","Andreaspark 56","0","0","Abfallhai","Dispenser_Dog","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684270.5 1251960.2)"
"3202","3495","","5","12","1","1","1","1","4","Andreaspark 66","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684323 1251961.1)"
"3203","3496","","5","12","1","1","1","1","4","Andreaspark 70","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684385.5 1251962.4)"
"3204","3497","","5","12","1","1","1","1","4","Andreaspark 90","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684435.5 1251964.5)"
"3205","3498","","5","12","1","1","1","1","4","Andreaspark 92","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684493.8 1251983.4)"
"3206","3499","","5","9","12","1","1","1","4","Andreaspark 94","0","0","Abfallhai","Dispenser_Dog","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684504 1251966.4)"
"3207","3500","","5","12","1","1","1","1","4","Andreasstrasse 102a","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684624.2 1251969.8)"
"3208","3501","","5","12","1","1","1","1","4","Andreasstrasse 3","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684779.8 1251973.5)"
"3209","3502","","5","9","12","1","1","1","4","Andreasstrasse 3","0","0","Abfallhai","Dispenser_Dog","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684848.2 1251975)"
"3210","3503","","5","12","1","1","1","1","4","Saatlenfussweg","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684868 1251987.4)"
"3211","3504","","5","12","1","1","1","1","4","VBZ Riedbach","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684497.5 1252115.6)"
"3212","3505","","5","8","12","1","1","1","4","VBZ Riedbach","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684495.8 1252137.2)"
"3213","3506","","5","12","1","1","1","1","4","VBZ Hagenholz","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684293.2 1252107.4)"
"3214","3507","","5","12","1","1","1","1","4","VBZ Hagenholz","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2684268.5 1252127.8)"
"3215","3508","","5","12","1","1","1","1","4","VBZ Leutschenbach","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683983.5 1252082.4)"
"3216","3509","","5","8","12","1","1","1","4","VBZ Leutschenbach","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683984.2 1252092.5)"
"3217","3510","","5","8","12","1","1","1","4","Bahnhof Oerlikon Ost","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683597.8 1251984)"
"3218","3511","","5","8","12","1","1","1","4","Bahnhof Oerlikon Ost","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683604.5 1252007.4)"
"3219","3512","","5","8","12","1","1","1","4","Bahnhof Oerlikon Ost","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683593.5 1252012)"
"3220","3513","","5","8","12","1","1","1","4","Bahnhof Oerlikon Ost","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683584 1251980.2)"
"3221","3514","","5","8","9","12","1","1","4","Bahnhof Oerlikon Ost","0","0","Abfallhai","Ascher","Dispenser_Dog","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683557 1252006.4)"
"3222","3515","","5","8","12","1","1","1","4","Bahnhof Oerlikon Ost","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683542 1252002.5)"
"3223","3516","","5","8","12","1","1","1","4","Bahnhof Oerlikon Ost","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683549 1251991)"
"3224","3517","","5","8","9","12","1","1","4","Bahnhof Oerlikon Ost","0","0","Abfallhai","Ascher","Dispenser_Dog","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683556.8 1251989.6)"
"3225","6961","","5","12","1","1","1","1","4","Bellevueplatz","1","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L150","POINT (2683579.5 1246777.4)"
"3226","7082","","5","12","1","1","1","1","4","VBZ Rotbuchstrasse","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683010.8 1249535.5)"
"3227","7083","","5","12","1","1","1","1","4","VBZ Rotbuchstrasse","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683011.5 1249517.6)"
"3228","7273","","5","1","1","1","1","1","4","Tièchestrasse 67","0","0","Abfallhai","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2681977.5 1250335)"
"3229","7274","","5","1","1","1","1","1","4","Tièchestrasse 77","0","0","Abfallhai","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2681820.5 1250348.6)"
"3230","3523","","4","17","9","3","1","1","2","Grubenackerstrasse 1","0","0","Zuerikuebel","andere","Dispenser_Dog","Block","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2683866.5 1252150.5)"
"3231","3524","","5","8","12","1","1","1","4","VBZ Krematorium Nordheim","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2682194 1251033.2)"
"3232","3525","","5","8","12","1","1","1","4","VBZ Krematorium Nordheim","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2682202.8 1251082.6)"
"3233","3526","","5","8","12","1","1","1","4","VBZ Krematorium Nordheim","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2682209 1251128.5)"
"3234","3527","","5","8","12","9","1","1","4","VBZ Krematorium Nordheim","0","0","Abfallhai","Ascher","Sackrollenhalter","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2682111.8 1251339)"
"3235","3529","","5","12","1","1","1","1","4","VBZ Birchdörfli","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2682414.5 1251346.5)"
"3236","3530","","5","12","1","1","1","1","4","VBZ Birchdörfli","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2682427.5 1251300.2)"
"3237","3531","","5","12","1","1","1","1","4","VBZ Birchdörfli","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2682455.2 1251256.4)"
"3238","3532","","5","12","8","1","1","1","4","VBZ Bad Allenmoos","0","0","Abfallhai","Sackrollenhalter","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2682953.8 1251157.5)"
"3239","3533","","5","12","8","1","1","1","4","VBZ Bad Allenmoos","0","0","Abfallhai","Sackrollenhalter","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2682967.8 1251178)"
"3240","3534","","4","17","9","3","1","1","2","Parkanlage Bad Allenmoos","0","0","Zuerikuebel","andere","Dispenser_Dog","Block","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2682976 1251152.2)"
"3241","3535","","4","17","9","3","1","1","2","Parkanlage Bad Allenmoos","0","0","Zuerikuebel","andere","Dispenser_Dog","Block","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2683006.8 1251146.8)"
"3242","3536","","4","17","8","1","1","1","2","VBZ Regensbergbrücke","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2683061 1251448.6)"
"3243","3537","","4","17","8","1","1","1","2","VBZ Regensbergbrücke","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2683070.5 1251442.8)"
"3244","3538","","4","17","9","1","1","1","2","Föhrenwald","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2683161.2 1251337.8)"
"3245","3539","","0","3","1","1","1","1","0","Regensbergstrasse / Föhrenstrasse","0","0","Robidog","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","unbekannt","POINT (2683295.2 1251378)"
"3246","3540","","0","3","1","1","1","1","0","Föhrenwald","0","0","Robidog","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","unbekannt","POINT (2683224.2 1251197.8)"
