city,distance,value
Sialkot,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Sialkot,transportation_distance_km,NA
Sialkot,transportation_distance_km_year,NA
Sialkot,transportation_distance_total_km_day,NA
PanamÃ¡ City,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
PanamÃ¡ City,transportation_distance_km,NA
PanamÃ¡ City,transportation_distance_km_year,NA
PanamÃ¡ City,transportation_distance_total_km_day,NA
San Miguelito,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
San Miguelito,transportation_distance_km,NA
San Miguelito,transportation_distance_km_year,NA
San Miguelito,transportation_distance_total_km_day,NA
ColÃ³n,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
ColÃ³n,transportation_distance_km,NA
ColÃ³n,transportation_distance_km_year,NA
ColÃ³n,transportation_distance_total_km_day,NA
Cusco,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,7.5
Cusco,transportation_distance_km,NA
Cusco,transportation_distance_km_year,NA
Cusco,transportation_distance_total_km_day,NA
Cebu,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,10
Cebu,transportation_distance_km,NA
Cebu,transportation_distance_km_year,NA
Cebu,transportation_distance_total_km_day,NA
Quezon City,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Quezon City,transportation_distance_km,NA
Quezon City,transportation_distance_km_year,NA
Quezon City,transportation_distance_total_km_day,NA
Koror,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Koror,transportation_distance_km,NA
Koror,transportation_distance_km_year,NA
Koror,transportation_distance_total_km_day,NA
Port Moresby,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Port Moresby,transportation_distance_km,NA
Port Moresby,transportation_distance_km_year,NA
Port Moresby,transportation_distance_total_km_day,NA
Lodzi,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Lodzi,transportation_distance_km,NA
Lodzi,transportation_distance_km_year,NA
Lodzi,transportation_distance_total_km_day,NA
KrakÃ³w,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
KrakÃ³w,transportation_distance_km,NA
KrakÃ³w,transportation_distance_km_year,NA
KrakÃ³w,transportation_distance_total_km_day,NA
Lisbon,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Lisbon,transportation_distance_km,NA
Lisbon,transportation_distance_km_year,NA
Lisbon,transportation_distance_total_km_day,100
GuimarÃ£es,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
GuimarÃ£es,transportation_distance_km,NA
GuimarÃ£es,transportation_distance_km_year,NA
GuimarÃ£es,transportation_distance_total_km_day,NA
AsunciÃ³n,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
AsunciÃ³n,transportation_distance_km,NA
AsunciÃ³n,transportation_distance_km_year,NA
AsunciÃ³n,transportation_distance_total_km_day,NA
Ciudad Del Este,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Ciudad Del Este,transportation_distance_km,NA
Ciudad Del Este,transportation_distance_km_year,NA
Ciudad Del Este,transportation_distance_total_km_day,NA
San Lorenzo,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
San Lorenzo,transportation_distance_km,NA
San Lorenzo,transportation_distance_km_year,NA
San Lorenzo,transportation_distance_total_km_day,NA
Ramallah,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Ramallah,transportation_distance_km,NA
Ramallah,transportation_distance_km_year,NA
Ramallah,transportation_distance_total_km_day,NA
Doha,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Doha,transportation_distance_km,NA
Doha,transportation_distance_km_year,NA
Doha,transportation_distance_total_km_day,NA
Cluj-Napoca,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,8.5
Cluj-Napoca,transportation_distance_km,NA
Cluj-Napoca,transportation_distance_km_year,NA
Cluj-Napoca,transportation_distance_total_km_day,NA
Bucharest,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,17
Bucharest,transportation_distance_km,NA
Bucharest,transportation_distance_km_year,NA
Bucharest,transportation_distance_total_km_day,NA
Moscow,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,34
Moscow,transportation_distance_km,NA
Moscow,transportation_distance_km_year,NA
Moscow,transportation_distance_total_km_day,NA
St.petersburg,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
St.petersburg,transportation_distance_km,NA
St.petersburg,transportation_distance_km_year,NA
St.petersburg,transportation_distance_total_km_day,NA
Kemerovo,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Kemerovo,transportation_distance_km,NA
Kemerovo,transportation_distance_km_year,NA
Kemerovo,transportation_distance_total_km_day,NA
KigaliÂ ,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
KigaliÂ ,transportation_distance_km,NA
KigaliÂ ,transportation_distance_km_year,NA
KigaliÂ ,transportation_distance_total_km_day,NA
Nyagatare,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,5
Nyagatare,transportation_distance_km,NA
Nyagatare,transportation_distance_km_year,NA
Nyagatare,transportation_distance_total_km_day,NA
Jeddah,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,40
Jeddah,transportation_distance_km,NA
Jeddah,transportation_distance_km_year,NA
Jeddah,transportation_distance_total_km_day,NA
Riyadh,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Riyadh,transportation_distance_km,NA
Riyadh,transportation_distance_km_year,NA
Riyadh,transportation_distance_total_km_day,NA
Rufisque,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Rufisque,transportation_distance_km,NA
Rufisque,transportation_distance_km_year,NA
Rufisque,transportation_distance_total_km_day,NA
Honiara,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,6
Honiara,transportation_distance_km,NA
Honiara,transportation_distance_km_year,NA
Honiara,transportation_distance_total_km_day,NA
Freetown,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Freetown,transportation_distance_km,NA
Freetown,transportation_distance_km_year,NA
Freetown,transportation_distance_total_km_day,NA
San Salvador,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,29
San Salvador,transportation_distance_km,NA
San Salvador,transportation_distance_km_year,NA
San Salvador,transportation_distance_total_km_day,NA
Hargeysa,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Hargeysa,transportation_distance_km,NA
Hargeysa,transportation_distance_km_year,NA
Hargeysa,transportation_distance_total_km_day,NA
Belgrade,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Belgrade,transportation_distance_km,NA
Belgrade,transportation_distance_km_year,NA
Belgrade,transportation_distance_total_km_day,NA
Novi Sad,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Novi Sad,transportation_distance_km,NA
Novi Sad,transportation_distance_km_year,NA
Novi Sad,transportation_distance_total_km_day,NA
Juba,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,13
Juba,transportation_distance_km,NA
Juba,transportation_distance_km_year,NA
Juba,transportation_distance_total_km_day,NA
Trnava,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Trnava,transportation_distance_km,NA
Trnava,transportation_distance_km_year,NA
Trnava,transportation_distance_total_km_day,NA
Bratislava,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Bratislava,transportation_distance_km,NA
Bratislava,transportation_distance_km_year,NA
Bratislava,transportation_distance_total_km_day,NA
Ljubljana,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Ljubljana,transportation_distance_km,NA
Ljubljana,transportation_distance_km_year,NA
Ljubljana,transportation_distance_total_km_day,NA
BorÃ¥s,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
BorÃ¥s,transportation_distance_km,NA
BorÃ¥s,transportation_distance_km_year,NA
BorÃ¥s,transportation_distance_total_km_day,NA
Stockholm,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Stockholm,transportation_distance_km,NA
Stockholm,transportation_distance_km_year,NA
Stockholm,transportation_distance_total_km_day,NA
Damascus,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Damascus,transportation_distance_km,NA
Damascus,transportation_distance_km_year,NA
Damascus,transportation_distance_total_km_day,NA
Lome,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Lome,transportation_distance_km,NA
Lome,transportation_distance_km_year,NA
Lome,transportation_distance_total_km_day,NA
Bangkok,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Bangkok,transportation_distance_km,NA
Bangkok,transportation_distance_km_year,NA
Bangkok,transportation_distance_total_km_day,NA
DushanbeÂ ,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
DushanbeÂ ,transportation_distance_km,NA
DushanbeÂ ,transportation_distance_km_year,NA
DushanbeÂ ,transportation_distance_total_km_day,NA
Khujand,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Khujand,transportation_distance_km,NA
Khujand,transportation_distance_km_year,NA
Khujand,transportation_distance_total_km_day,NA
Ashgabat,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Ashgabat,transportation_distance_km,NA
Ashgabat,transportation_distance_km_year,NA
Ashgabat,transportation_distance_total_km_day,NA
Dili,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,25
Dili,transportation_distance_km,NA
Dili,transportation_distance_km_year,NA
Dili,transportation_distance_total_km_day,NA
Tongatapu,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Tongatapu,transportation_distance_km,NA
Tongatapu,transportation_distance_km_year,NA
Tongatapu,transportation_distance_total_km_day,NA
Vavaâ€™u,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Vavaâ€™u,transportation_distance_km,NA
Vavaâ€™u,transportation_distance_km_year,NA
Vavaâ€™u,transportation_distance_total_km_day,NA
Tunis,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,15
Tunis,transportation_distance_km,NA
Tunis,transportation_distance_km_year,NA
Tunis,transportation_distance_total_km_day,NA
Sfax,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,40
Sfax,transportation_distance_km,NA
Sfax,transportation_distance_km_year,NA
Sfax,transportation_distance_total_km_day,NA
Sousse,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Sousse,transportation_distance_km,NA
Sousse,transportation_distance_km_year,NA
Sousse,transportation_distance_total_km_day,NA
Sakarya Mm,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Sakarya Mm,transportation_distance_km,NA
Sakarya Mm,transportation_distance_km_year,NA
Sakarya Mm,transportation_distance_total_km_day,NA
Bursa Mm (Metropolitan Municipality),transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Bursa Mm (Metropolitan Municipality),transportation_distance_km,NA
Bursa Mm (Metropolitan Municipality),transportation_distance_km_year,NA
Bursa Mm (Metropolitan Municipality),transportation_distance_total_km_day,NA
Funafuti,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Funafuti,transportation_distance_km,NA
Funafuti,transportation_distance_km_year,NA
Funafuti,transportation_distance_total_km_day,NA
Dar Es Salaam,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,40
Dar Es Salaam,transportation_distance_km,NA
Dar Es Salaam,transportation_distance_km_year,NA
Dar Es Salaam,transportation_distance_total_km_day,NA
Moshi,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Moshi,transportation_distance_km,NA
Moshi,transportation_distance_km_year,NA
Moshi,transportation_distance_total_km_day,NA
Mountain Kilimanjaro,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Mountain Kilimanjaro,transportation_distance_km,NA
Mountain Kilimanjaro,transportation_distance_km_year,NA
Mountain Kilimanjaro,transportation_distance_total_km_day,NA
Kampala,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,12
Kampala,transportation_distance_km,NA
Kampala,transportation_distance_km_year,NA
Kampala,transportation_distance_total_km_day,NA
Pavlograd,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,2
Pavlograd,transportation_distance_km,NA
Pavlograd,transportation_distance_km_year,NA
Pavlograd,transportation_distance_total_km_day,NA
Kiev,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Kiev,transportation_distance_km,NA
Kiev,transportation_distance_km_year,NA
Kiev,transportation_distance_total_km_day,NA
Montevideo,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Montevideo,transportation_distance_km,NA
Montevideo,transportation_distance_km_year,NA
Montevideo,transportation_distance_total_km_day,NA
Seattle,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Seattle,transportation_distance_km,NA
Seattle,transportation_distance_km_year,NA
Seattle,transportation_distance_total_km_day,NA
Washington Dc,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Washington Dc,transportation_distance_km,NA
Washington Dc,transportation_distance_km_year,NA
Washington Dc,transportation_distance_total_km_day,NA
Ann Arbor,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Ann Arbor,transportation_distance_km,NA
Ann Arbor,transportation_distance_km_year,NA
Ann Arbor,transportation_distance_total_km_day,NA
Namangan,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Namangan,transportation_distance_km,NA
Namangan,transportation_distance_km_year,NA
Namangan,transportation_distance_total_km_day,NA
Tashkent,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Tashkent,transportation_distance_km,NA
Tashkent,transportation_distance_km_year,NA
Tashkent,transportation_distance_total_km_day,NA
Caracas,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,30
Caracas,transportation_distance_km,NA
Caracas,transportation_distance_km_year,NA
Caracas,transportation_distance_total_km_day,NA
Hanoi,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,33
Hanoi,transportation_distance_km,NA
Hanoi,transportation_distance_km_year,NA
Hanoi,transportation_distance_total_km_day,NA
Ho Chi Minh City,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Ho Chi Minh City,transportation_distance_km,NA
Ho Chi Minh City,transportation_distance_km_year,NA
Ho Chi Minh City,transportation_distance_total_km_day,NA
Port Vila,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,23
Port Vila,transportation_distance_km,NA
Port Vila,transportation_distance_km_year,NA
Port Vila,transportation_distance_total_km_day,NA
Upolu (Apia),transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,16.09
Upolu (Apia),transportation_distance_km,NA
Upolu (Apia),transportation_distance_km_year,NA
Upolu (Apia),transportation_distance_total_km_day,NA
Gjilan,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Gjilan,transportation_distance_km,NA
Gjilan,transportation_distance_km_year,NA
Gjilan,transportation_distance_total_km_day,NA
Pristina,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Pristina,transportation_distance_km,NA
Pristina,transportation_distance_km_year,NA
Pristina,transportation_distance_total_km_day,NA
SanaÃ¡,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,17
SanaÃ¡,transportation_distance_km,NA
SanaÃ¡,transportation_distance_km_year,4471250
SanaÃ¡,transportation_distance_total_km_day,NA
JohannesburgÂ ,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
JohannesburgÂ ,transportation_distance_km,NA
JohannesburgÂ ,transportation_distance_km_year,NA
JohannesburgÂ ,transportation_distance_total_km_day,NA
Cape Town,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Cape Town,transportation_distance_km,NA
Cape Town,transportation_distance_km_year,NA
Cape Town,transportation_distance_total_km_day,NA
Soweto,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Soweto,transportation_distance_km,NA
Soweto,transportation_distance_km_year,NA
Soweto,transportation_distance_total_km_day,NA
BloemfonteinÂ ,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
BloemfonteinÂ ,transportation_distance_km,NA
BloemfonteinÂ ,transportation_distance_km_year,NA
BloemfonteinÂ ,transportation_distance_total_km_day,NA
Durban,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Durban,transportation_distance_km,NA
Durban,transportation_distance_km_year,NA
Durban,transportation_distance_total_km_day,NA
NdolaÂ ,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
NdolaÂ ,transportation_distance_km,NA
NdolaÂ ,transportation_distance_km_year,NA
NdolaÂ ,transportation_distance_total_km_day,NA
Lusaka,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Lusaka,transportation_distance_km,NA
Lusaka,transportation_distance_km_year,NA
Lusaka,transportation_distance_total_km_day,NA
Kadoma City,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Kadoma City,transportation_distance_km,NA
Kadoma City,transportation_distance_km_year,NA
Kadoma City,transportation_distance_total_km_day,NA
Mbare,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Mbare,transportation_distance_km,NA
Mbare,transportation_distance_km_year,NA
Mbare,transportation_distance_total_km_day,NA
Norton,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Norton,transportation_distance_km,NA
Norton,transportation_distance_km_year,NA
Norton,transportation_distance_total_km_day,NA
Chinhoyi,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Chinhoyi,transportation_distance_km,NA
Chinhoyi,transportation_distance_km_year,NA
Chinhoyi,transportation_distance_total_km_day,NA
HarareÂ ,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
HarareÂ ,transportation_distance_km,NA
HarareÂ ,transportation_distance_km_year,NA
HarareÂ ,transportation_distance_total_km_day,NA
Gweru,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Gweru,transportation_distance_km,NA
Gweru,transportation_distance_km_year,NA
Gweru,transportation_distance_total_km_day,NA
Kariba,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Kariba,transportation_distance_km,NA
Kariba,transportation_distance_km_year,NA
Kariba,transportation_distance_total_km_day,NA
Masvingo City,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
Masvingo City,transportation_distance_km,NA
Masvingo City,transportation_distance_km_year,NA
Masvingo City,transportation_distance_total_km_day,NA
SakubvaÂ ,transportation_distance_from_city_center_to_main_landfill_or_dumpsite_km,NA
SakubvaÂ ,transportation_distance_km,NA
SakubvaÂ ,transportation_distance_km_year,NA
SakubvaÂ ,transportation_distance_total_km_day,NA
